Restrição de Atendimento;Nome;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Tipo;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude;Lat tratada;Long tratada;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MABE MODERNA ASSOCIACAO BRASILEIRA DE ENSINO MEDIO LTDA;50007904;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA 26 DE AGOSTO, 63 VILA BARTIRIA. 79002-081 Campo Grande - MS.;(67) 21077558;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-204.672.701;-546.140.304;-204.672.701;-546.140.304;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO PROF LOURIVAL MARTINS FAGUNDES;50007912;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA REBOLCAS, 674 PARQUE DOS NOVOS ESTADOS. 79034-260 Campo Grande - MS.;(67) 39012862;Privada;Filantrópica;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;Atividade Complementar;-2.041.489;-5.456.637;-2.041.489;-5.456.637;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO RAUL SANS DE MATOS;50007920;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA TREZE DE MAIO, 783 SANTA DOROTHEA. 79004-423 Campo Grande - MS.;(67) 30255575;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;Atividade Complementar;-2.047.839.382;-5.461.322.925;-2.047.839.382;-5.461.322.925;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SANTEL;50007971;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA SCHNOOR, 149 TIRADENTES. 79041-360 Campo Grande - MS.;(67) 33414653;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-2.047.159;-5.458.279;-2.047.159;-5.458.279;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA ESPECIAL RAIO DE SOL;50008064;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PERNAMBUCO, 1253 VILA ROSA. 79010-040 Campo Grande - MS.;(67) 33167600;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;Atividade Complementar;-204.486.837;-546.062.654;-204.486.837;-546.062.654;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA ESPECIAL COLIBRI;50008080;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GOMES FREIRE, 180 VILA SANTO AMARO. 79112-050 Campo Grande - MS.;(67) 33615235;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos;Atividade Complementar;-204.472.334;-546.492.718;-204.472.334;-546.492.718;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª MARIA RITA DE CASSIA PONTES TEIXEIRA;50008463;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA OSVALDINO MENDES ROCHA, 560 PARQUE RESIDENCIAL UNIAO. 79091-540 Campo Grande - MS.;(67) 33264969;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado, Atividade Complementar;-204.799.029;-546.663.421;-204.799.029;-546.663.421;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª ZELIA QUEVEDO CHAVES;50008501;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA GAUDILEY BRUN, 250 PARQUE RESIDENCIAL IRACY COELHO NETTO. 79074-500 Campo Grande - MS.;(67) 981354850;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado, Atividade Complementar;-205.336.419;-546.451.285;-205.336.419;-546.451.285;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROF ALDO DE QUEIROZ;50008714;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA TABOAO DA SERRA, 436 CIDADE MORENA. 79064-070 Campo Grande - MS.;(67) 20204082;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-2.055.085.912;-5.458.679.773;-2.055.085.912;-5.458.679.773;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROF JOAO CANDIDO DE SOUZA;50008803;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA ABRAO ANACHE, 1273 JARDIM ANACHE. 79017-160 Campo Grande - MS.;(67) 20204097;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atividade Complementar;-2.037.266.522;-5.456.836.676;-2.037.266.522;-5.456.836.676;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ANTONIO JOSE PANIAGO;50008862;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ROMULO CAPPI, 262 JARDIM ITAMARACA. 79062-380 Campo Grande - MS.;(67) 20204002;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-2.051.180.266;-5.457.001.613;-2.051.180.266;-5.457.001.613;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO MARIA MONTESSORI;50009060;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ABRAO JULIO RAHE, 1110 CENTRO. 79020-190 Campo Grande - MS.;(67) 33827576;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-2.045.239.672;-5.460.319.878;-2.045.239.672;-5.460.319.878;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST SMG CEGOS FLORIVALDO VARGAS - ISMAC;50009079;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VINTE E CINCO DE DEZEMBRO, 262 JARDIM DOS ESTADOS. 79002-504 Campo Grande - MS.;(67) 33250997;Privada;Filantrópica;Sim;Sim;Escola sem matrícula de escolarização;;Atendimento Educacional Especializado, Atividade Complementar;-204.609.074;-546.045.767;-204.609.074;-546.045.767;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NOTA 10 INTERNACIONAL - UNIDADE MAXIMA;50009087;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PIRATININGA, 873 JARDIM DOS ESTADOS. 79020-240 Campo Grande - MS.;(67) 33045136;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-2.045.682.183;-5.459.599.536;-2.045.682.183;-5.459.599.536;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO DE EDUCACAO HARMONIA;50009095;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JOSE CAETANO, 225 JARDIM BELA VISTA. 79003-051 Campo Grande - MS.;(67) 33415757;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-204.735.445;-545.965.376;-204.735.445;-545.965.376;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA INOVACAO;50009133;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA MONTE CASTELO, 933 MONTE CASTELO. 79011-540 Campo Grande - MS.;(67) 30421937;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-204.380.107;-546.137.799;-204.380.107;-546.137.799;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO STATUS - UNIDADE 1;50009141;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PEDRO DAVID MEDEIROS, 210 JARDIM PAULISTA. 79050-280 Campo Grande - MS.;(67) 33424411;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-204.880.012;-54.604.065;-204.880.012;-54.604.065;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ASSOCIACAO FILANTROPICA ACACIA MORENA;50009206;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PORFIRIO DE BRITO, 125 VILA PIRATININGA. 79081-440 Campo Grande - MS.;(67) 33462716;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-205.010.218;-546.355.298;-205.010.218;-546.355.298;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ISAURO BENTO NOGUEIRA;50009249;MS;Campo Grande;Rural;A escola não está em área de localização diferenciada;Pública;RUA MAIRIPORA, 60 RUA MAIRIPORA. DISTRITO DE ANHANDUI. 79125-000 Campo Grande - MS.;(67) 20204173;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-2.098.667.249;-5.450.665.265;-2.098.667.249;-5.450.665.265;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM AGRICOLA BARAO DO RIO BRANCO;50009257;MS;Campo Grande;Rural;A escola não está em área de localização diferenciada;Pública;RUA GUIA LOPES, 340 ZONA RURAL. ROCHEDINHO. 79127-000 Campo Grande - MS.;(67) 20204170;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atividade Complementar;                              ;                              ;   .                           ;   .                           ;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI MENINO JESUS DE PRAGA;50021842;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA DOS RECIFES, 686 COOPHAVILA II. 79097-050 Campo Grande - MS.;(67) 20204255;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-205.357.949;-546.706;-205.357.949;-546.706;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM OITO DE DEZEMBRO;50022849;MS;Campo Grande;Rural;A escola não está em área de localização diferenciada;Pública;FAZENDA GIRASSOL, COMUNIDADE STA LUZIA. REGIAO DO ANHANDUI -. 79125-000 Campo Grande - MS.;(67) 20204177;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-2.119.906.472;-5.423.822.011;-2.119.906.472;-5.423.822.011;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO DE EDUC HARMONIA UNIDADE II;50022890;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA LUIZ DODERO, 126 JARDIM SAO BENTO. 79004-660 Campo Grande - MS.;(67) 30422220;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-204.762.993;-545.987.729;-204.762.993;-545.987.729;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ASSOCIACAO ESCOLA CLINICA SANTA TEREZINHA;50022903;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BENEDITINOS, 364 VILA IPIRANGA. 79081-090 Campo Grande - MS.;(67) 984296777;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-204.988.161;-546.221.186;-204.988.161;-546.221.186;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA DE DESENVOLVIMENTO ESPECIAL JULIANO FERNANDES VARELA;50022920;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA FABIO ZAHRAN, 6513 VILA CARVALHO. 79005-571 Campo Grande - MS.;(67) 30268828;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado, Atividade Complementar;-2.047.582;-5.462.379;-2.047.582;-5.462.379;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ASEADEM- ASSOCIACAO ESPECIAL DE ATENDIMENTO AO DEFICIENTE MENTAL;50022938;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA TENNESSE, 280 CAMPO NOVO. 79014-010 Campo Grande - MS.;(67) 33527979;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação de Jovens Adultos;;-204.104.153;-545.899.373;-204.104.153;-545.899.373;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;AMA - ASSOCIACAO DE PAIS E AMIGOS DO AUTISTA;50022962;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA BANDEIRANTES, 215 AMAMBAI. 79005-671 Campo Grande - MS.;(67) 33255135;Privada;Filantrópica;Sim;Sim;Escola sem matrícula de escolarização;;Atendimento Educacional Especializado, Atividade Complementar;-204.674.214;-546.271.905;-204.674.214;-546.271.905;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE JOSE ANTONIO PEREIRA;50022997;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANTONIO PINTO, 257 VILA TAVEIROPOLIS. 79090-170 Campo Grande - MS.;(67) 33141248;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-204.751.888;-546.451.906;-204.751.888;-546.451.906;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª NEYDER SUELLY COSTA VIEIRA;50023004;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA MARCO AURELIO BEIER, 100 CONJUNTO AERO RANCHO. 79085-042 Campo Grande - MS.;(67) 33146097;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atividade Complementar;-205.220.248;-546.565.619;-205.220.248;-546.565.619;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI NOSSA SENHORA DE FATIMA;50023039;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA JARDIM SANTO IGNACIO, 325 JARDIM BONANCA. 79092-161 Campo Grande - MS.;(67) 20204261;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.494.279;-546.613.096;-20.494.279;-546.613.096;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI NOSSA SENHORA AUXILIADORA;50023047;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA INOCENCIA MOREIRA DOS SANTOS, 68 CONJUNTO AERO RANCHO. 79084-093 Campo Grande - MS.;(67) 20204260;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-2.051.994.363;-5.464.863.212;-2.051.994.363;-5.464.863.212;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROFª LINA LEMES DE OLIVEIRA;50023055;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA JOSE NOGUEIRA VIEIRA, 494 TIRADENTES. 79042-010 Campo Grande - MS.;(67) 20204295;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.048.016.418;-545.793.173;-2.048.016.418;-545.793.173;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI SANTA EDWIRGES;50023063;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA PEDRO SOARES DE SOUZA, 72 CONJUNTO AERO RANCHO SETOR VII. 79085-030 Campo Grande - MS.;(67) 20204286;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.052.971.376;-5.465.864.019;-2.052.971.376;-5.465.864.019;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI CRISTO E VIDA;50023071;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANTONIO SOBREIRA, 565 VILA POPULAR. 79106-790 Campo Grande - MS.;(67) 20204219;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-204.481.689;-547.038.044;-204.481.689;-547.038.044;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI SAO JOSE;50023080;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANA LUIZA DE SOUZA, 1090 SANTA BRANCA. 79070-140 Campo Grande - MS.;(67) 20204290;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.051.741.563;-5.461.362.942;-2.051.741.563;-5.461.362.942;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI TRIANGULO AZUL;50023098;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA FIRMINOPOLIS, 313 VILA CIDADE MORENA. 79064-050 Campo Grande - MS.;(67) 20204294;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.054.943.805;-5.458.876.674;-2.054.943.805;-5.458.876.674;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ASSOCIACAO CAMILLE FLAMMARION;50023136;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PASTEUR, 1.450 VILA PIRATININGA. 79081-070 Campo Grande - MS.;(67) 33461202;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-205.005.075;-546.234.683;-205.005.075;-546.234.683;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFª FLORA GUIMARAES ROSA PIRES;50023144;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA RAMALHO ORTIGAO, 55 VILA ALBUQUERQUE. 79060-290 Campo Grande - MS.;(67) 20204137;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atividade Complementar;-204.993.347;-546.031.079;-204.993.347;-546.031.079;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROF LUIS ANTONIO DE SA CARVALHO;50023152;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA GOIAS, 1362 CONJUNTO EUDES COSTA. VILA CELIA. 79020-101 Campo Grande - MS.;(67) 20204104;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-204.517.816;-545.972.382;-204.517.816;-545.972.382;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM VALDETE ROSA DA SILVA;50023160;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ANISIO DE BARROS, 85 JARDIM DAS MACAUBAS. 79073-044 Campo Grande - MS.;(67) 20204167;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-205.531.224;-546.175.462;-205.531.224;-546.175.462;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROF WILSON TAVEIRA ROSALINO;50023179;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA TOKUEI NAKAO, S/N CONJUNTO AERO RANCHO. 79084-130 Campo Grande - MS.;(67) 20204119;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado, Atividade Complementar;-205.148.864;-546.467.041;-205.148.864;-546.467.041;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROFª GEORGIA DE FATIMA NOGUEIRA BORGES;50023187;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA DR. DOLOR FERREIRA DE ANDRADE, 2141 CORONEL ANTONINO. 79010-260 Campo Grande - MS.;(67) 20204217;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-204.370.368;-545.999.506;-204.370.368;-545.999.506;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI LAR DE SHEILA;50023195;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA FLORESTAL, 879 COOPHATRABALHO. 79115-020 Campo Grande - MS.;(67) 20204241;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-2.043.267.122;-5.465.562.126;-2.043.267.122;-5.465.562.126;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI DOM ANTONIO BARBOSA;50023209;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;RUA JOAO OLIVEIRA MACHADO, 189 CONJUNTO AERO RANCHO III. 79084-520 Campo Grande - MS.;(67) 20204220;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-205.155.149;-546.470.818;-205.155.149;-546.470.818;;;;
